cluster_id,lat,lng,pixels,area_sqm,area_acres,severity,google_maps_link
1823,42.49729,-71.080863,5,500,0.124,moderate,"https://www.google.com/maps/@42.49729,-71.080863,18z"
1858,42.497098,-71.077782,5,500,0.124,moderate,"https://www.google.com/maps/@42.497098,-71.077782,18z"
1960,42.496469,-71.060922,5,500,0.124,moderate,"https://www.google.com/maps/@42.496469,-71.060922,18z"
2015,42.496154,-71.061233,5,500,0.124,moderate,"https://www.google.com/maps/@42.496154,-71.061233,18z"
2018,42.496136,-71.0918,5,500,0.124,moderate,"https://www.google.com/maps/@42.496136,-71.0918,18z"
2027,42.496084,-71.078021,5,500,0.124,moderate,"https://www.google.com/maps/@42.496084,-71.078021,18z"
2032,42.496101,-71.056075,5,500,0.124,moderate,"https://www.google.com/maps/@42.496101,-71.056075,18z"
2055,42.495909,-71.076516,5,500,0.124,moderate,"https://www.google.com/maps/@42.495909,-71.076516,18z"
2066,42.495927,-71.055669,5,500,0.124,moderate,"https://www.google.com/maps/@42.495927,-71.055669,18z"
2071,42.495892,-71.088648,5,500,0.124,moderate,"https://www.google.com/maps/@42.495892,-71.088648,18z"
2129,42.495577,-71.060325,5,500,0.124,moderate,"https://www.google.com/maps/@42.495577,-71.060325,18z"
2151,42.495455,-71.063478,5,500,0.124,moderate,"https://www.google.com/maps/@42.495455,-71.063478,18z"
2176,42.495297,-71.067442,5,500,0.124,moderate,"https://www.google.com/maps/@42.495297,-71.067442,18z"
2184,42.495192,-71.085066,5,500,0.124,moderate,"https://www.google.com/maps/@42.495192,-71.085066,18z"
2256,42.494703,-71.065866,5,500,0.124,moderate,"https://www.google.com/maps/@42.494703,-71.065866,18z"
2296,42.494336,-71.07494,5,500,0.124,moderate,"https://www.google.com/maps/@42.494336,-71.07494,18z"
2351,42.493846,-71.086809,5,500,0.124,moderate,"https://www.google.com/maps/@42.493846,-71.086809,18z"
2379,42.493601,-71.093352,5,500,0.124,moderate,"https://www.google.com/maps/@42.493601,-71.093352,18z"
2412,42.493112,-71.084946,5,500,0.124,moderate,"https://www.google.com/maps/@42.493112,-71.084946,18z"
2429,42.492955,-71.083418,5,500,0.124,moderate,"https://www.google.com/maps/@42.492955,-71.083418,18z"
2445,42.492657,-71.092134,5,500,0.124,moderate,"https://www.google.com/maps/@42.492657,-71.092134,18z"
2500,42.492098,-71.092325,5,500,0.124,moderate,"https://www.google.com/maps/@42.492098,-71.092325,18z"
2532,42.491678,-71.092827,5,500,0.124,moderate,"https://www.google.com/maps/@42.491678,-71.092827,18z"
2614,42.490857,-71.086379,5,500,0.124,moderate,"https://www.google.com/maps/@42.490857,-71.086379,18z"
2624,42.490769,-71.060158,5,500,0.124,moderate,"https://www.google.com/maps/@42.490769,-71.060158,18z"
2637,42.490542,-71.093185,5,500,0.124,moderate,"https://www.google.com/maps/@42.490542,-71.093185,18z"
2755,42.489353,-71.07217,5,500,0.124,moderate,"https://www.google.com/maps/@42.489353,-71.07217,18z"
2777,42.489108,-71.088122,5,500,0.124,moderate,"https://www.google.com/maps/@42.489108,-71.088122,18z"
2801,42.488881,-71.06011,5,500,0.124,moderate,"https://www.google.com/maps/@42.488881,-71.06011,18z"
2872,42.488199,-71.082415,5,500,0.124,moderate,"https://www.google.com/maps/@42.488199,-71.082415,18z"
2938,42.487413,-71.088576,5,500,0.124,moderate,"https://www.google.com/maps/@42.487413,-71.088576,18z"
2973,42.486923,-71.064313,5,500,0.124,moderate,"https://www.google.com/maps/@42.486923,-71.064313,18z"
3010,42.486503,-71.082104,5,500,0.124,moderate,"https://www.google.com/maps/@42.486503,-71.082104,18z"
3011,42.486521,-71.080958,5,500,0.124,moderate,"https://www.google.com/maps/@42.486521,-71.080958,18z"
3027,42.486399,-71.079597,5,500,0.124,moderate,"https://www.google.com/maps/@42.486399,-71.079597,18z"
3033,42.486259,-71.094475,5,500,0.124,moderate,"https://www.google.com/maps/@42.486259,-71.094475,18z"
3068,42.485909,-71.090391,5,500,0.124,moderate,"https://www.google.com/maps/@42.485909,-71.090391,18z"
3077,42.485927,-71.079454,5,500,0.124,moderate,"https://www.google.com/maps/@42.485927,-71.079454,18z"
3126,42.485437,-71.089722,5,500,0.124,moderate,"https://www.google.com/maps/@42.485437,-71.089722,18z"
3141,42.485402,-71.076899,5,500,0.124,moderate,"https://www.google.com/maps/@42.485402,-71.076899,18z"
3144,42.485332,-71.065269,5,500,0.124,moderate,"https://www.google.com/maps/@42.485332,-71.065269,18z"
3146,42.485227,-71.092564,5,500,0.124,moderate,"https://www.google.com/maps/@42.485227,-71.092564,18z"
3161,42.485157,-71.077448,5,500,0.124,moderate,"https://www.google.com/maps/@42.485157,-71.077448,18z"
3162,42.485227,-71.066869,5,500,0.124,moderate,"https://www.google.com/maps/@42.485227,-71.066869,18z"
8,42.509956,-71.082045,4,400,0.099,moderate,"https://www.google.com/maps/@42.509956,-71.082045,18z"
41,42.509694,-71.083418,4,400,0.099,moderate,"https://www.google.com/maps/@42.509694,-71.083418,18z"
54,42.509672,-71.086851,4,400,0.099,moderate,"https://www.google.com/maps/@42.509672,-71.086851,18z"
56,42.509694,-71.068134,4,400,0.099,moderate,"https://www.google.com/maps/@42.509694,-71.068134,18z"
108,42.509235,-71.070045,4,400,0.099,moderate,"https://www.google.com/maps/@42.509235,-71.070045,18z"
109,42.509257,-71.069627,4,400,0.099,moderate,"https://www.google.com/maps/@42.509257,-71.069627,18z"
118,42.509082,-71.081627,4,400,0.099,moderate,"https://www.google.com/maps/@42.509082,-71.081627,18z"
125,42.508995,-71.080851,4,400,0.099,moderate,"https://www.google.com/maps/@42.508995,-71.080851,18z"
131,42.508995,-71.066881,4,400,0.099,moderate,"https://www.google.com/maps/@42.508995,-71.066881,18z"
134,42.508995,-71.056612,4,400,0.099,moderate,"https://www.google.com/maps/@42.508995,-71.056612,18z"
156,42.508842,-71.083149,4,400,0.099,moderate,"https://www.google.com/maps/@42.508842,-71.083149,18z"
161,42.508733,-71.057388,4,400,0.099,moderate,"https://www.google.com/maps/@42.508733,-71.057388,18z"
190,42.508536,-71.066194,4,400,0.099,moderate,"https://www.google.com/maps/@42.508536,-71.066194,18z"
224,42.508208,-71.08103,4,400,0.099,moderate,"https://www.google.com/maps/@42.508208,-71.08103,18z"
228,42.508186,-71.066194,4,400,0.099,moderate,"https://www.google.com/maps/@42.508186,-71.066194,18z"
231,42.508121,-71.09494,4,400,0.099,moderate,"https://www.google.com/maps/@42.508121,-71.09494,18z"
239,42.508077,-71.065925,4,400,0.099,moderate,"https://www.google.com/maps/@42.508077,-71.065925,18z"
257,42.507902,-71.08309,4,400,0.099,moderate,"https://www.google.com/maps/@42.507902,-71.08309,18z"
266,42.507815,-71.093746,4,400,0.099,moderate,"https://www.google.com/maps/@42.507815,-71.093746,18z"
331,42.507312,-71.084821,4,400,0.099,moderate,"https://www.google.com/maps/@42.507312,-71.084821,18z"
358,42.507072,-71.072552,4,400,0.099,moderate,"https://www.google.com/maps/@42.507072,-71.072552,18z"
423,42.506722,-71.082045,4,400,0.099,moderate,"https://www.google.com/maps/@42.506722,-71.082045,18z"
457,42.506547,-71.058761,4,400,0.099,moderate,"https://www.google.com/maps/@42.506547,-71.058761,18z"
462,42.506372,-71.082104,4,400,0.099,moderate,"https://www.google.com/maps/@42.506372,-71.082104,18z"
516,42.506132,-71.071478,4,400,0.099,moderate,"https://www.google.com/maps/@42.506132,-71.071478,18z"
532,42.505913,-71.093299,4,400,0.099,moderate,"https://www.google.com/maps/@42.505913,-71.093299,18z"
585,42.505608,-71.086672,4,400,0.099,moderate,"https://www.google.com/maps/@42.505608,-71.086672,18z"
593,42.505586,-71.066284,4,400,0.099,moderate,"https://www.google.com/maps/@42.505586,-71.066284,18z"
605,42.505498,-71.068313,4,400,0.099,moderate,"https://www.google.com/maps/@42.505498,-71.068313,18z"
652,42.505083,-71.08697,4,400,0.099,moderate,"https://www.google.com/maps/@42.505083,-71.08697,18z"
682,42.504908,-71.071149,4,400,0.099,moderate,"https://www.google.com/maps/@42.504908,-71.071149,18z"
706,42.504712,-71.080254,4,400,0.099,moderate,"https://www.google.com/maps/@42.504712,-71.080254,18z"
713,42.504646,-71.066015,4,400,0.099,moderate,"https://www.google.com/maps/@42.504646,-71.066015,18z"
732,42.504537,-71.081567,4,400,0.099,moderate,"https://www.google.com/maps/@42.504537,-71.081567,18z"
747,42.504427,-71.08291,4,400,0.099,moderate,"https://www.google.com/maps/@42.504427,-71.08291,18z"
759,42.504406,-71.056164,4,400,0.099,moderate,"https://www.google.com/maps/@42.504406,-71.056164,18z"
785,42.504296,-71.07903,4,400,0.099,moderate,"https://www.google.com/maps/@42.504296,-71.07903,18z"
791,42.504253,-71.059985,4,400,0.099,moderate,"https://www.google.com/maps/@42.504253,-71.059985,18z"
792,42.504231,-71.059209,4,400,0.099,moderate,"https://www.google.com/maps/@42.504231,-71.059209,18z"
827,42.50399,-71.077537,4,400,0.099,moderate,"https://www.google.com/maps/@42.50399,-71.077537,18z"
836,42.503947,-71.075687,4,400,0.099,moderate,"https://www.google.com/maps/@42.503947,-71.075687,18z"
838,42.503903,-71.067746,4,400,0.099,moderate,"https://www.google.com/maps/@42.503903,-71.067746,18z"
845,42.503837,-71.05691,4,400,0.099,moderate,"https://www.google.com/maps/@42.503837,-71.05691,18z"
917,42.503313,-71.057507,4,400,0.099,moderate,"https://www.google.com/maps/@42.503313,-71.057507,18z"
925,42.503313,-71.07691,4,400,0.099,moderate,"https://www.google.com/maps/@42.503313,-71.07691,18z"
928,42.503247,-71.062194,4,400,0.099,moderate,"https://www.google.com/maps/@42.503247,-71.062194,18z"
946,42.50316,-71.06291,4,400,0.099,moderate,"https://www.google.com/maps/@42.50316,-71.06291,18z"
956,42.503073,-71.078015,4,400,0.099,moderate,"https://www.google.com/maps/@42.503073,-71.078015,18z"
975,42.503007,-71.074045,4,400,0.099,moderate,"https://www.google.com/maps/@42.503007,-71.074045,18z"
977,42.503051,-71.068612,4,400,0.099,moderate,"https://www.google.com/maps/@42.503051,-71.068612,18z"
990,42.502963,-71.073567,4,400,0.099,moderate,"https://www.google.com/maps/@42.502963,-71.073567,18z"
999,42.502898,-71.08703,4,400,0.099,moderate,"https://www.google.com/maps/@42.502898,-71.08703,18z"
1130,42.501914,-71.081985,4,400,0.099,moderate,"https://www.google.com/maps/@42.501914,-71.081985,18z"
1173,42.501608,-71.066642,4,400,0.099,moderate,"https://www.google.com/maps/@42.501608,-71.066642,18z"
1181,42.501543,-71.093,4,400,0.099,moderate,"https://www.google.com/maps/@42.501543,-71.093,18z"
1187,42.501565,-71.081507,4,400,0.099,moderate,"https://www.google.com/maps/@42.501565,-71.081507,18z"
1211,42.501302,-71.093806,4,400,0.099,moderate,"https://www.google.com/maps/@42.501302,-71.093806,18z"
1219,42.501346,-71.079418,4,400,0.099,moderate,"https://www.google.com/maps/@42.501346,-71.079418,18z"
1225,42.501412,-71.066493,4,400,0.099,moderate,"https://www.google.com/maps/@42.501412,-71.066493,18z"
1250,42.501237,-71.089149,4,400,0.099,moderate,"https://www.google.com/maps/@42.501237,-71.089149,18z"
1262,42.501193,-71.056761,4,400,0.099,moderate,"https://www.google.com/maps/@42.501193,-71.056761,18z"
1303,42.500953,-71.080731,4,400,0.099,moderate,"https://www.google.com/maps/@42.500953,-71.080731,18z"
1317,42.500844,-71.088522,4,400,0.099,moderate,"https://www.google.com/maps/@42.500844,-71.088522,18z"
1347,42.500778,-71.062224,4,400,0.099,moderate,"https://www.google.com/maps/@42.500778,-71.062224,18z"
1385,42.500472,-71.084194,4,400,0.099,moderate,"https://www.google.com/maps/@42.500472,-71.084194,18z"
1387,42.500516,-71.080612,4,400,0.099,moderate,"https://www.google.com/maps/@42.500516,-71.080612,18z"
1392,42.500516,-71.067299,4,400,0.099,moderate,"https://www.google.com/maps/@42.500516,-71.067299,18z"
1406,42.50045,-71.076403,4,400,0.099,moderate,"https://www.google.com/maps/@42.50045,-71.076403,18z"
1435,42.500166,-71.083478,4,400,0.099,moderate,"https://www.google.com/maps/@42.500166,-71.083478,18z"
1468,42.500013,-71.064881,4,400,0.099,moderate,"https://www.google.com/maps/@42.500013,-71.064881,18z"
1508,42.499642,-71.084791,4,400,0.099,moderate,"https://www.google.com/maps/@42.499642,-71.084791,18z"
1533,42.499467,-71.085149,4,400,0.099,moderate,"https://www.google.com/maps/@42.499467,-71.085149,18z"
1540,42.49951,-71.065209,4,400,0.099,moderate,"https://www.google.com/maps/@42.49951,-71.065209,18z"
1550,42.499336,-71.069149,4,400,0.099,moderate,"https://www.google.com/maps/@42.499336,-71.069149,18z"
1585,42.499073,-71.083597,4,400,0.099,moderate,"https://www.google.com/maps/@42.499073,-71.083597,18z"
1607,42.498964,-71.063269,4,400,0.099,moderate,"https://www.google.com/maps/@42.498964,-71.063269,18z"
1622,42.498811,-71.082761,4,400,0.099,moderate,"https://www.google.com/maps/@42.498811,-71.082761,18z"
1647,42.498636,-71.083478,4,400,0.099,moderate,"https://www.google.com/maps/@42.498636,-71.083478,18z"
1697,42.498287,-71.064701,4,400,0.099,moderate,"https://www.google.com/maps/@42.498287,-71.064701,18z"
1809,42.4975,-71.061866,4,400,0.099,moderate,"https://www.google.com/maps/@42.4975,-71.061866,18z"
1835,42.49726,-71.06094,4,400,0.099,moderate,"https://www.google.com/maps/@42.49726,-71.06094,18z"
1847,42.49715,-71.07309,4,400,0.099,moderate,"https://www.google.com/maps/@42.49715,-71.07309,18z"
1850,42.497172,-71.062373,4,400,0.099,moderate,"https://www.google.com/maps/@42.497172,-71.062373,18z"
1871,42.497019,-71.085627,4,400,0.099,moderate,"https://www.google.com/maps/@42.497019,-71.085627,18z"
1874,42.497019,-71.079896,4,400,0.099,moderate,"https://www.google.com/maps/@42.497019,-71.079896,18z"
1882,42.49691,-71.087866,4,400,0.099,moderate,"https://www.google.com/maps/@42.49691,-71.087866,18z"
1910,42.496735,-71.092731,4,400,0.099,moderate,"https://www.google.com/maps/@42.496735,-71.092731,18z"
1914,42.496757,-71.088194,4,400,0.099,moderate,"https://www.google.com/maps/@42.496757,-71.088194,18z"
1925,42.496691,-71.060343,4,400,0.099,moderate,"https://www.google.com/maps/@42.496691,-71.060343,18z"
1926,42.496735,-71.056284,4,400,0.099,moderate,"https://www.google.com/maps/@42.496735,-71.056284,18z"
1943,42.496604,-71.090194,4,400,0.099,moderate,"https://www.google.com/maps/@42.496604,-71.090194,18z"
1964,42.496407,-71.092075,4,400,0.099,moderate,"https://www.google.com/maps/@42.496407,-71.092075,18z"
1992,42.496254,-71.080343,4,400,0.099,moderate,"https://www.google.com/maps/@42.496254,-71.080343,18z"
2034,42.49608,-71.090791,4,400,0.099,moderate,"https://www.google.com/maps/@42.49608,-71.090791,18z"
2046,42.495992,-71.06094,4,400,0.099,moderate,"https://www.google.com/maps/@42.495992,-71.06094,18z"
2058,42.49597,-71.067239,4,400,0.099,moderate,"https://www.google.com/maps/@42.49597,-71.067239,18z"
2062,42.495927,-71.063896,4,400,0.099,moderate,"https://www.google.com/maps/@42.495927,-71.063896,18z"
2086,42.495774,-71.090075,4,400,0.099,moderate,"https://www.google.com/maps/@42.495774,-71.090075,18z"
2108,42.495642,-71.082015,4,400,0.099,moderate,"https://www.google.com/maps/@42.495642,-71.082015,18z"
2110,42.495621,-71.081507,4,400,0.099,moderate,"https://www.google.com/maps/@42.495621,-71.081507,18z"
2112,42.495708,-71.077269,4,400,0.099,moderate,"https://www.google.com/maps/@42.495708,-71.077269,18z"
2134,42.495468,-71.084642,4,400,0.099,moderate,"https://www.google.com/maps/@42.495468,-71.084642,18z"
2139,42.495533,-71.058045,4,400,0.099,moderate,"https://www.google.com/maps/@42.495533,-71.058045,18z"
2171,42.495227,-71.081418,4,400,0.099,moderate,"https://www.google.com/maps/@42.495227,-71.081418,18z"
2172,42.495271,-71.080851,4,400,0.099,moderate,"https://www.google.com/maps/@42.495271,-71.080851,18z"
2188,42.49514,-71.069985,4,400,0.099,moderate,"https://www.google.com/maps/@42.49514,-71.069985,18z"
2238,42.494812,-71.075328,4,400,0.099,moderate,"https://www.google.com/maps/@42.494812,-71.075328,18z"
2274,42.49455,-71.084701,4,400,0.099,moderate,"https://www.google.com/maps/@42.49455,-71.084701,18z"
2293,42.494331,-71.079687,4,400,0.099,moderate,"https://www.google.com/maps/@42.494331,-71.079687,18z"
2308,42.494288,-71.093597,4,400,0.099,moderate,"https://www.google.com/maps/@42.494288,-71.093597,18z"
2313,42.494309,-71.069448,4,400,0.099,moderate,"https://www.google.com/maps/@42.494309,-71.069448,18z"
2332,42.494156,-71.079985,4,400,0.099,moderate,"https://www.google.com/maps/@42.494156,-71.079985,18z"
2346,42.49396,-71.093388,4,400,0.099,moderate,"https://www.google.com/maps/@42.49396,-71.093388,18z"
2366,42.493698,-71.073746,4,400,0.099,moderate,"https://www.google.com/maps/@42.493698,-71.073746,18z"
2385,42.493523,-71.094104,4,400,0.099,moderate,"https://www.google.com/maps/@42.493523,-71.094104,18z"
2414,42.493129,-71.065567,4,400,0.099,moderate,"https://www.google.com/maps/@42.493129,-71.065567,18z"
2430,42.492911,-71.079955,4,400,0.099,moderate,"https://www.google.com/maps/@42.492911,-71.079955,18z"
2440,42.492823,-71.091478,4,400,0.099,moderate,"https://www.google.com/maps/@42.492823,-71.091478,18z"
2446,42.492758,-71.085119,4,400,0.099,moderate,"https://www.google.com/maps/@42.492758,-71.085119,18z"
2455,42.492605,-71.093239,4,400,0.099,moderate,"https://www.google.com/maps/@42.492605,-71.093239,18z"
2475,42.492386,-71.094224,4,400,0.099,moderate,"https://www.google.com/maps/@42.492386,-71.094224,18z"
2526,42.491818,-71.069388,4,400,0.099,moderate,"https://www.google.com/maps/@42.491818,-71.069388,18z"
2529,42.491731,-71.08094,4,400,0.099,moderate,"https://www.google.com/maps/@42.491731,-71.08094,18z"
2566,42.491294,-71.08506,4,400,0.099,moderate,"https://www.google.com/maps/@42.491294,-71.08506,18z"
2598,42.491053,-71.079597,4,400,0.099,moderate,"https://www.google.com/maps/@42.491053,-71.079597,18z"
2627,42.490682,-71.091716,4,400,0.099,moderate,"https://www.google.com/maps/@42.490682,-71.091716,18z"
2644,42.490441,-71.088313,4,400,0.099,moderate,"https://www.google.com/maps/@42.490441,-71.088313,18z"
2645,42.490485,-71.087866,4,400,0.099,moderate,"https://www.google.com/maps/@42.490485,-71.087866,18z"
2650,42.490463,-71.075239,4,400,0.099,moderate,"https://www.google.com/maps/@42.490463,-71.075239,18z"
2672,42.490267,-71.066194,4,400,0.099,moderate,"https://www.google.com/maps/@42.490267,-71.066194,18z"
2674,42.490201,-71.089806,4,400,0.099,moderate,"https://www.google.com/maps/@42.490201,-71.089806,18z"
2700,42.489917,-71.069119,4,400,0.099,moderate,"https://www.google.com/maps/@42.489917,-71.069119,18z"
2710,42.489851,-71.066284,4,400,0.099,moderate,"https://www.google.com/maps/@42.489851,-71.066284,18z"
2724,42.489677,-71.083955,4,400,0.099,moderate,"https://www.google.com/maps/@42.489677,-71.083955,18z"
2735,42.489611,-71.08303,4,400,0.099,moderate,"https://www.google.com/maps/@42.489611,-71.08303,18z"
2739,42.489589,-71.067239,4,400,0.099,moderate,"https://www.google.com/maps/@42.489589,-71.067239,18z"
2745,42.489524,-71.068134,4,400,0.099,moderate,"https://www.google.com/maps/@42.489524,-71.068134,18z"
2784,42.489087,-71.094761,4,400,0.099,moderate,"https://www.google.com/maps/@42.489087,-71.094761,18z"
2816,42.488737,-71.09091,4,400,0.099,moderate,"https://www.google.com/maps/@42.488737,-71.09091,18z"
2822,42.488802,-71.071478,4,400,0.099,moderate,"https://www.google.com/maps/@42.488802,-71.071478,18z"
2835,42.488584,-71.086104,4,400,0.099,moderate,"https://www.google.com/maps/@42.488584,-71.086104,18z"
2847,42.488562,-71.082493,4,400,0.099,moderate,"https://www.google.com/maps/@42.488562,-71.082493,18z"
2853,42.488409,-71.092194,4,400,0.099,moderate,"https://www.google.com/maps/@42.488409,-71.092194,18z"
2894,42.487994,-71.092015,4,400,0.099,moderate,"https://www.google.com/maps/@42.487994,-71.092015,18z"
2906,42.487928,-71.092433,4,400,0.099,moderate,"https://www.google.com/maps/@42.487928,-71.092433,18z"
2922,42.487753,-71.089209,4,400,0.099,moderate,"https://www.google.com/maps/@42.487753,-71.089209,18z"
2928,42.487622,-71.087627,4,400,0.099,moderate,"https://www.google.com/maps/@42.487622,-71.087627,18z"
2981,42.486858,-71.068224,4,400,0.099,moderate,"https://www.google.com/maps/@42.486858,-71.068224,18z"
3002,42.486595,-71.070313,4,400,0.099,moderate,"https://www.google.com/maps/@42.486595,-71.070313,18z"
3003,42.486573,-71.06703,4,400,0.099,moderate,"https://www.google.com/maps/@42.486573,-71.06703,18z"
3006,42.486595,-71.062761,4,400,0.099,moderate,"https://www.google.com/maps/@42.486595,-71.062761,18z"
3016,42.486552,-71.061955,4,400,0.099,moderate,"https://www.google.com/maps/@42.486552,-71.061955,18z"
3060,42.486071,-71.064881,4,400,0.099,moderate,"https://www.google.com/maps/@42.486071,-71.064881,18z"
3063,42.48594,-71.066552,4,400,0.099,moderate,"https://www.google.com/maps/@42.48594,-71.066552,18z"
3078,42.485852,-71.078552,4,400,0.099,moderate,"https://www.google.com/maps/@42.485852,-71.078552,18z"
3079,42.485918,-71.077507,4,400,0.099,moderate,"https://www.google.com/maps/@42.485918,-71.077507,18z"
3097,42.48583,-71.061746,4,400,0.099,moderate,"https://www.google.com/maps/@42.48583,-71.061746,18z"
3150,42.485219,-71.061806,4,400,0.099,moderate,"https://www.google.com/maps/@42.485219,-71.061806,18z"
3152,42.485262,-71.060403,4,400,0.099,moderate,"https://www.google.com/maps/@42.485262,-71.060403,18z"
3160,42.485175,-71.080731,4,400,0.099,moderate,"https://www.google.com/maps/@42.485175,-71.080731,18z"
3163,42.485175,-71.064254,4,400,0.099,moderate,"https://www.google.com/maps/@42.485175,-71.064254,18z"
3164,42.485197,-71.063448,4,400,0.099,moderate,"https://www.google.com/maps/@42.485197,-71.063448,18z"
27,42.509854,-71.067458,3,300,0.074,moderate,"https://www.google.com/maps/@42.509854,-71.067458,18z"
36,42.509796,-71.087915,3,300,0.074,moderate,"https://www.google.com/maps/@42.509796,-71.087915,18z"
40,42.509738,-71.083657,3,300,0.074,moderate,"https://www.google.com/maps/@42.509738,-71.083657,18z"
98,42.509301,-71.083776,3,300,0.074,moderate,"https://www.google.com/maps/@42.509301,-71.083776,18z"
100,42.50933,-71.068891,3,300,0.074,moderate,"https://www.google.com/maps/@42.50933,-71.068891,18z"
114,42.509184,-71.081348,3,300,0.074,moderate,"https://www.google.com/maps/@42.509184,-71.081348,18z"
116,42.509126,-71.09106,3,300,0.074,moderate,"https://www.google.com/maps/@42.509126,-71.09106,18z"
133,42.509009,-71.064871,3,300,0.074,moderate,"https://www.google.com/maps/@42.509009,-71.064871,18z"
158,42.508864,-71.065149,3,300,0.074,moderate,"https://www.google.com/maps/@42.508864,-71.065149,18z"
167,42.508747,-71.06905,3,300,0.074,moderate,"https://www.google.com/maps/@42.508747,-71.06905,18z"
176,42.508631,-71.087318,3,300,0.074,moderate,"https://www.google.com/maps/@42.508631,-71.087318,18z"
193,42.508572,-71.060095,3,300,0.074,moderate,"https://www.google.com/maps/@42.508572,-71.060095,18z"
197,42.508485,-71.087637,3,300,0.074,moderate,"https://www.google.com/maps/@42.508485,-71.087637,18z"
201,42.508456,-71.067498,3,300,0.074,moderate,"https://www.google.com/maps/@42.508456,-71.067498,18z"
212,42.50831,-71.083219,3,300,0.074,moderate,"https://www.google.com/maps/@42.50831,-71.083219,18z"
233,42.508106,-71.087796,3,300,0.074,moderate,"https://www.google.com/maps/@42.508106,-71.087796,18z"
234,42.508164,-71.085687,3,300,0.074,moderate,"https://www.google.com/maps/@42.508164,-71.085687,18z"
240,42.508135,-71.060532,3,300,0.074,moderate,"https://www.google.com/maps/@42.508135,-71.060532,18z"
246,42.508019,-71.081348,3,300,0.074,moderate,"https://www.google.com/maps/@42.508019,-71.081348,18z"
249,42.508048,-71.066662,3,300,0.074,moderate,"https://www.google.com/maps/@42.508048,-71.066662,18z"
267,42.507815,-71.084851,3,300,0.074,moderate,"https://www.google.com/maps/@42.507815,-71.084851,18z"
273,42.507844,-71.06499,3,300,0.074,moderate,"https://www.google.com/maps/@42.507844,-71.06499,18z"
288,42.507727,-71.091299,3,300,0.074,moderate,"https://www.google.com/maps/@42.507727,-71.091299,18z"
289,42.507698,-71.088592,3,300,0.074,moderate,"https://www.google.com/maps/@42.507698,-71.088592,18z"
293,42.50764,-71.081388,3,300,0.074,moderate,"https://www.google.com/maps/@42.50764,-71.081388,18z"
297,42.507669,-71.065786,3,300,0.074,moderate,"https://www.google.com/maps/@42.507669,-71.065786,18z"
301,42.50764,-71.089985,3,300,0.074,moderate,"https://www.google.com/maps/@42.50764,-71.089985,18z"
311,42.507494,-71.073706,3,300,0.074,moderate,"https://www.google.com/maps/@42.507494,-71.073706,18z"
312,42.507494,-71.07096,3,300,0.074,moderate,"https://www.google.com/maps/@42.507494,-71.07096,18z"
318,42.507407,-71.088473,3,300,0.074,moderate,"https://www.google.com/maps/@42.507407,-71.088473,18z"
334,42.507319,-71.06901,3,300,0.074,moderate,"https://www.google.com/maps/@42.507319,-71.06901,18z"
383,42.506999,-71.083378,3,300,0.074,moderate,"https://www.google.com/maps/@42.506999,-71.083378,18z"
406,42.506882,-71.065428,3,300,0.074,moderate,"https://www.google.com/maps/@42.506882,-71.065428,18z"
431,42.506707,-71.056751,3,300,0.074,moderate,"https://www.google.com/maps/@42.506707,-71.056751,18z"
437,42.506678,-71.072791,3,300,0.074,moderate,"https://www.google.com/maps/@42.506678,-71.072791,18z"
489,42.50627,-71.061607,3,300,0.074,moderate,"https://www.google.com/maps/@42.50627,-71.061607,18z"
494,42.506212,-71.085408,3,300,0.074,moderate,"https://www.google.com/maps/@42.506212,-71.085408,18z"
495,42.506183,-71.080632,3,300,0.074,moderate,"https://www.google.com/maps/@42.506183,-71.080632,18z"
504,42.506154,-71.057866,3,300,0.074,moderate,"https://www.google.com/maps/@42.506154,-71.057866,18z"
509,42.506125,-71.090423,3,300,0.074,moderate,"https://www.google.com/maps/@42.506125,-71.090423,18z"
514,42.506125,-71.073547,3,300,0.074,moderate,"https://www.google.com/maps/@42.506125,-71.073547,18z"
515,42.506125,-71.072512,3,300,0.074,moderate,"https://www.google.com/maps/@42.506125,-71.072512,18z"
557,42.505804,-71.067537,3,300,0.074,moderate,"https://www.google.com/maps/@42.505804,-71.067537,18z"
582,42.505659,-71.057667,3,300,0.074,moderate,"https://www.google.com/maps/@42.505659,-71.057667,18z"
584,42.505571,-71.087159,3,300,0.074,moderate,"https://www.google.com/maps/@42.505571,-71.087159,18z"
588,42.505629,-71.075537,3,300,0.074,moderate,"https://www.google.com/maps/@42.505629,-71.075537,18z"
590,42.505542,-71.074701,3,300,0.074,moderate,"https://www.google.com/maps/@42.505542,-71.074701,18z"
601,42.505542,-71.080075,3,300,0.074,moderate,"https://www.google.com/maps/@42.505542,-71.080075,18z"
631,42.50528,-71.065507,3,300,0.074,moderate,"https://www.google.com/maps/@42.50528,-71.065507,18z"
659,42.505192,-71.060134,3,300,0.074,moderate,"https://www.google.com/maps/@42.505192,-71.060134,18z"
661,42.505017,-71.092373,3,300,0.074,moderate,"https://www.google.com/maps/@42.505017,-71.092373,18z"
668,42.505047,-71.074502,3,300,0.074,moderate,"https://www.google.com/maps/@42.505047,-71.074502,18z"
671,42.505047,-71.064114,3,300,0.074,moderate,"https://www.google.com/maps/@42.505047,-71.064114,18z"
723,42.504668,-71.059179,3,300,0.074,moderate,"https://www.google.com/maps/@42.504668,-71.059179,18z"
