cluster_id,lat,lng,pixels,area_sqm,area_acres,severity,google_maps_link
740,42.504551,-71.065706,3,300,0.074,moderate,"https://www.google.com/maps/@42.504551,-71.065706,18z"
756,42.504435,-71.060214,3,300,0.074,moderate,"https://www.google.com/maps/@42.504435,-71.060214,18z"
761,42.504318,-71.09094,3,300,0.074,moderate,"https://www.google.com/maps/@42.504318,-71.09094,18z"
773,42.504318,-71.067299,3,300,0.074,moderate,"https://www.google.com/maps/@42.504318,-71.067299,18z"
774,42.504318,-71.06694,3,300,0.074,moderate,"https://www.google.com/maps/@42.504318,-71.06694,18z"
779,42.50426,-71.08895,3,300,0.074,moderate,"https://www.google.com/maps/@42.50426,-71.08895,18z"
794,42.504172,-71.093726,3,300,0.074,moderate,"https://www.google.com/maps/@42.504172,-71.093726,18z"
796,42.504202,-71.083736,3,300,0.074,moderate,"https://www.google.com/maps/@42.504202,-71.083736,18z"
817,42.504085,-71.06292,3,300,0.074,moderate,"https://www.google.com/maps/@42.504085,-71.06292,18z"
823,42.504056,-71.087955,3,300,0.074,moderate,"https://www.google.com/maps/@42.504056,-71.087955,18z"
831,42.503969,-71.057388,3,300,0.074,moderate,"https://www.google.com/maps/@42.503969,-71.057388,18z"
868,42.503677,-71.088393,3,300,0.074,moderate,"https://www.google.com/maps/@42.503677,-71.088393,18z"
870,42.503677,-71.078363,3,300,0.074,moderate,"https://www.google.com/maps/@42.503677,-71.078363,18z"
879,42.503561,-71.080393,3,300,0.074,moderate,"https://www.google.com/maps/@42.503561,-71.080393,18z"
889,42.503444,-71.086284,3,300,0.074,moderate,"https://www.google.com/maps/@42.503444,-71.086284,18z"
895,42.503502,-71.07892,3,300,0.074,moderate,"https://www.google.com/maps/@42.503502,-71.07892,18z"
932,42.503182,-71.086881,3,300,0.074,moderate,"https://www.google.com/maps/@42.503182,-71.086881,18z"
937,42.50324,-71.079398,3,300,0.074,moderate,"https://www.google.com/maps/@42.50324,-71.079398,18z"
941,42.503211,-71.067219,3,300,0.074,moderate,"https://www.google.com/maps/@42.503211,-71.067219,18z"
950,42.503182,-71.055119,3,300,0.074,moderate,"https://www.google.com/maps/@42.503182,-71.055119,18z"
952,42.503153,-71.088114,3,300,0.074,moderate,"https://www.google.com/maps/@42.503153,-71.088114,18z"
969,42.503065,-71.086483,3,300,0.074,moderate,"https://www.google.com/maps/@42.503065,-71.086483,18z"
982,42.503007,-71.089627,3,300,0.074,moderate,"https://www.google.com/maps/@42.503007,-71.089627,18z"
993,42.502949,-71.066502,3,300,0.074,moderate,"https://www.google.com/maps/@42.502949,-71.066502,18z"
1004,42.502832,-71.06097,3,300,0.074,moderate,"https://www.google.com/maps/@42.502832,-71.06097,18z"
1005,42.50289,-71.059498,3,300,0.074,moderate,"https://www.google.com/maps/@42.50289,-71.059498,18z"
1007,42.502832,-71.05691,3,300,0.074,moderate,"https://www.google.com/maps/@42.502832,-71.05691,18z"
1010,42.502803,-71.094602,3,300,0.074,moderate,"https://www.google.com/maps/@42.502803,-71.094602,18z"
1056,42.502395,-71.090701,3,300,0.074,moderate,"https://www.google.com/maps/@42.502395,-71.090701,18z"
1060,42.502395,-71.083776,3,300,0.074,moderate,"https://www.google.com/maps/@42.502395,-71.083776,18z"
1066,42.502366,-71.086801,3,300,0.074,moderate,"https://www.google.com/maps/@42.502366,-71.086801,18z"
1117,42.502075,-71.060174,3,300,0.074,moderate,"https://www.google.com/maps/@42.502075,-71.060174,18z"
1127,42.502016,-71.063199,3,300,0.074,moderate,"https://www.google.com/maps/@42.502016,-71.063199,18z"
1139,42.501841,-71.091856,3,300,0.074,moderate,"https://www.google.com/maps/@42.501841,-71.091856,18z"
1142,42.501841,-71.08505,3,300,0.074,moderate,"https://www.google.com/maps/@42.501841,-71.08505,18z"
1156,42.501812,-71.055677,3,300,0.074,moderate,"https://www.google.com/maps/@42.501812,-71.055677,18z"
1162,42.501696,-71.067537,3,300,0.074,moderate,"https://www.google.com/maps/@42.501696,-71.067537,18z"
1164,42.501754,-71.063557,3,300,0.074,moderate,"https://www.google.com/maps/@42.501754,-71.063557,18z"
1182,42.501521,-71.090224,3,300,0.074,moderate,"https://www.google.com/maps/@42.501521,-71.090224,18z"
1198,42.501492,-71.080512,3,300,0.074,moderate,"https://www.google.com/maps/@42.501492,-71.080512,18z"
1220,42.501375,-71.074025,3,300,0.074,moderate,"https://www.google.com/maps/@42.501375,-71.074025,18z"
1227,42.501346,-71.065388,3,300,0.074,moderate,"https://www.google.com/maps/@42.501346,-71.065388,18z"
1268,42.501084,-71.081866,3,300,0.074,moderate,"https://www.google.com/maps/@42.501084,-71.081866,18z"
1269,42.501142,-71.080154,3,300,0.074,moderate,"https://www.google.com/maps/@42.501142,-71.080154,18z"
1277,42.501113,-71.063438,3,300,0.074,moderate,"https://www.google.com/maps/@42.501113,-71.063438,18z"
1279,42.501142,-71.058662,3,300,0.074,moderate,"https://www.google.com/maps/@42.501142,-71.058662,18z"
1298,42.500938,-71.093408,3,300,0.074,moderate,"https://www.google.com/maps/@42.500938,-71.093408,18z"
1306,42.500938,-71.079517,3,300,0.074,moderate,"https://www.google.com/maps/@42.500938,-71.079517,18z"
1309,42.500967,-71.065229,3,300,0.074,moderate,"https://www.google.com/maps/@42.500967,-71.065229,18z"
1319,42.500909,-71.083179,3,300,0.074,moderate,"https://www.google.com/maps/@42.500909,-71.083179,18z"
1341,42.500793,-71.080154,3,300,0.074,moderate,"https://www.google.com/maps/@42.500793,-71.080154,18z"
1342,42.500763,-71.070682,3,300,0.074,moderate,"https://www.google.com/maps/@42.500763,-71.070682,18z"
1364,42.500589,-71.090423,3,300,0.074,moderate,"https://www.google.com/maps/@42.500589,-71.090423,18z"
1408,42.500297,-71.089149,3,300,0.074,moderate,"https://www.google.com/maps/@42.500297,-71.089149,18z"
1424,42.500268,-71.078602,3,300,0.074,moderate,"https://www.google.com/maps/@42.500268,-71.078602,18z"
1442,42.500064,-71.087517,3,300,0.074,moderate,"https://www.google.com/maps/@42.500064,-71.087517,18z"
1445,42.500035,-71.079239,3,300,0.074,moderate,"https://www.google.com/maps/@42.500035,-71.079239,18z"
1448,42.500122,-71.069925,3,300,0.074,moderate,"https://www.google.com/maps/@42.500122,-71.069925,18z"
1473,42.49986,-71.080791,3,300,0.074,moderate,"https://www.google.com/maps/@42.49986,-71.080791,18z"
1475,42.499889,-71.078721,3,300,0.074,moderate,"https://www.google.com/maps/@42.499889,-71.078721,18z"
1480,42.499773,-71.089985,3,300,0.074,moderate,"https://www.google.com/maps/@42.499773,-71.089985,18z"
1499,42.499744,-71.072274,3,300,0.074,moderate,"https://www.google.com/maps/@42.499744,-71.072274,18z"
1505,42.499627,-71.09293,3,300,0.074,moderate,"https://www.google.com/maps/@42.499627,-71.09293,18z"
1506,42.499627,-71.091935,3,300,0.074,moderate,"https://www.google.com/maps/@42.499627,-71.091935,18z"
1513,42.499627,-71.068174,3,300,0.074,moderate,"https://www.google.com/maps/@42.499627,-71.068174,18z"
1516,42.499569,-71.090741,3,300,0.074,moderate,"https://www.google.com/maps/@42.499569,-71.090741,18z"
1521,42.499569,-71.078602,3,300,0.074,moderate,"https://www.google.com/maps/@42.499569,-71.078602,18z"
1564,42.499307,-71.06292,3,300,0.074,moderate,"https://www.google.com/maps/@42.499307,-71.06292,18z"
1573,42.499219,-71.079517,3,300,0.074,moderate,"https://www.google.com/maps/@42.499219,-71.079517,18z"
1594,42.499073,-71.062403,3,300,0.074,moderate,"https://www.google.com/maps/@42.499073,-71.062403,18z"
1613,42.498957,-71.064274,3,300,0.074,moderate,"https://www.google.com/maps/@42.498957,-71.064274,18z"
1615,42.498957,-71.061249,3,300,0.074,moderate,"https://www.google.com/maps/@42.498957,-71.061249,18z"
1629,42.49884,-71.055915,3,300,0.074,moderate,"https://www.google.com/maps/@42.49884,-71.055915,18z"
1631,42.498724,-71.085209,3,300,0.074,moderate,"https://www.google.com/maps/@42.498724,-71.085209,18z"
1634,42.498724,-71.077328,3,300,0.074,moderate,"https://www.google.com/maps/@42.498724,-71.077328,18z"
1637,42.498811,-71.067179,3,300,0.074,moderate,"https://www.google.com/maps/@42.498811,-71.067179,18z"
1643,42.498666,-71.090781,3,300,0.074,moderate,"https://www.google.com/maps/@42.498666,-71.090781,18z"
1707,42.498199,-71.086642,3,300,0.074,moderate,"https://www.google.com/maps/@42.498199,-71.086642,18z"
1709,42.498258,-71.084055,3,300,0.074,moderate,"https://www.google.com/maps/@42.498258,-71.084055,18z"
1725,42.49817,-71.060453,3,300,0.074,moderate,"https://www.google.com/maps/@42.49817,-71.060453,18z"
1729,42.498083,-71.087199,3,300,0.074,moderate,"https://www.google.com/maps/@42.498083,-71.087199,18z"
1730,42.498054,-71.086323,3,300,0.074,moderate,"https://www.google.com/maps/@42.498054,-71.086323,18z"
1745,42.497966,-71.08298,3,300,0.074,moderate,"https://www.google.com/maps/@42.497966,-71.08298,18z"
1748,42.497966,-71.071915,3,300,0.074,moderate,"https://www.google.com/maps/@42.497966,-71.071915,18z"
1759,42.497908,-71.080353,3,300,0.074,moderate,"https://www.google.com/maps/@42.497908,-71.080353,18z"
1785,42.497675,-71.081985,3,300,0.074,moderate,"https://www.google.com/maps/@42.497675,-71.081985,18z"
1789,42.497675,-71.075537,3,300,0.074,moderate,"https://www.google.com/maps/@42.497675,-71.075537,18z"
1794,42.497704,-71.055517,3,300,0.074,moderate,"https://www.google.com/maps/@42.497704,-71.055517,18z"
1801,42.497617,-71.060891,3,300,0.074,moderate,"https://www.google.com/maps/@42.497617,-71.060891,18z"
1807,42.497558,-71.062721,3,300,0.074,moderate,"https://www.google.com/maps/@42.497558,-71.062721,18z"
1822,42.497325,-71.081507,3,300,0.074,moderate,"https://www.google.com/maps/@42.497325,-71.081507,18z"
1897,42.496859,-71.085408,3,300,0.074,moderate,"https://www.google.com/maps/@42.496859,-71.085408,18z"
1903,42.496859,-71.073706,3,300,0.074,moderate,"https://www.google.com/maps/@42.496859,-71.073706,18z"
1908,42.49683,-71.059856,3,300,0.074,moderate,"https://www.google.com/maps/@42.49683,-71.059856,18z"
1909,42.496801,-71.058343,3,300,0.074,moderate,"https://www.google.com/maps/@42.496801,-71.058343,18z"
1918,42.496742,-71.077726,3,300,0.074,moderate,"https://www.google.com/maps/@42.496742,-71.077726,18z"
1919,42.496801,-71.076015,3,300,0.074,moderate,"https://www.google.com/maps/@42.496801,-71.076015,18z"
1929,42.496655,-71.088592,3,300,0.074,moderate,"https://www.google.com/maps/@42.496655,-71.088592,18z"
1934,42.496684,-71.073587,3,300,0.074,moderate,"https://www.google.com/maps/@42.496684,-71.073587,18z"
1941,42.496655,-71.055318,3,300,0.074,moderate,"https://www.google.com/maps/@42.496655,-71.055318,18z"
1942,42.496626,-71.092134,3,300,0.074,moderate,"https://www.google.com/maps/@42.496626,-71.092134,18z"
1962,42.49648,-71.057229,3,300,0.074,moderate,"https://www.google.com/maps/@42.49648,-71.057229,18z"
1978,42.496364,-71.064194,3,300,0.074,moderate,"https://www.google.com/maps/@42.496364,-71.064194,18z"
1983,42.496422,-71.058144,3,300,0.074,moderate,"https://www.google.com/maps/@42.496422,-71.058144,18z"
1987,42.496364,-71.085925,3,300,0.074,moderate,"https://www.google.com/maps/@42.496364,-71.085925,18z"
1996,42.496334,-71.071159,3,300,0.074,moderate,"https://www.google.com/maps/@42.496334,-71.071159,18z"
2021,42.496131,-71.088751,3,300,0.074,moderate,"https://www.google.com/maps/@42.496131,-71.088751,18z"
2038,42.496101,-71.088194,3,300,0.074,moderate,"https://www.google.com/maps/@42.496101,-71.088194,18z"
2042,42.496043,-71.075935,3,300,0.074,moderate,"https://www.google.com/maps/@42.496043,-71.075935,18z"
2043,42.496072,-71.070005,3,300,0.074,moderate,"https://www.google.com/maps/@42.496072,-71.070005,18z"
2047,42.496072,-71.058662,3,300,0.074,moderate,"https://www.google.com/maps/@42.496072,-71.058662,18z"
2090,42.49581,-71.082303,3,300,0.074,moderate,"https://www.google.com/maps/@42.49581,-71.082303,18z"
2103,42.495723,-71.087517,3,300,0.074,moderate,"https://www.google.com/maps/@42.495723,-71.087517,18z"
2113,42.495693,-71.070483,3,300,0.074,moderate,"https://www.google.com/maps/@42.495693,-71.070483,18z"
2120,42.495635,-71.089348,3,300,0.074,moderate,"https://www.google.com/maps/@42.495635,-71.089348,18z"
2121,42.495606,-71.08907,3,300,0.074,moderate,"https://www.google.com/maps/@42.495606,-71.08907,18z"
2130,42.495577,-71.058582,3,300,0.074,moderate,"https://www.google.com/maps/@42.495577,-71.058582,18z"
2135,42.495548,-71.084095,3,300,0.074,moderate,"https://www.google.com/maps/@42.495548,-71.084095,18z"
2153,42.495431,-71.060572,3,300,0.074,moderate,"https://www.google.com/maps/@42.495431,-71.060572,18z"
2207,42.494994,-71.091378,3,300,0.074,moderate,"https://www.google.com/maps/@42.494994,-71.091378,18z"
2224,42.495023,-71.060453,3,300,0.074,moderate,"https://www.google.com/maps/@42.495023,-71.060453,18z"
2228,42.494936,-71.078682,3,300,0.074,moderate,"https://www.google.com/maps/@42.494936,-71.078682,18z"
2300,42.494382,-71.068891,3,300,0.074,moderate,"https://www.google.com/maps/@42.494382,-71.068891,18z"
2306,42.494441,-71.057627,3,300,0.074,moderate,"https://www.google.com/maps/@42.494441,-71.057627,18z"
2337,42.494003,-71.092493,3,300,0.074,moderate,"https://www.google.com/maps/@42.494003,-71.092493,18z"
2355,42.493887,-71.075498,3,300,0.074,moderate,"https://www.google.com/maps/@42.493887,-71.075498,18z"
2362,42.493741,-71.087478,3,300,0.074,moderate,"https://www.google.com/maps/@42.493741,-71.087478,18z"
2363,42.49377,-71.086483,3,300,0.074,moderate,"https://www.google.com/maps/@42.49377,-71.086483,18z"
2428,42.492984,-71.084652,3,300,0.074,moderate,"https://www.google.com/maps/@42.492984,-71.084652,18z"
2441,42.492809,-71.08692,3,300,0.074,moderate,"https://www.google.com/maps/@42.492809,-71.08692,18z"
2442,42.492838,-71.081826,3,300,0.074,moderate,"https://www.google.com/maps/@42.492838,-71.081826,18z"
2451,42.492751,-71.064154,3,300,0.074,moderate,"https://www.google.com/maps/@42.492751,-71.064154,18z"
2472,42.492488,-71.07908,3,300,0.074,moderate,"https://www.google.com/maps/@42.492488,-71.07908,18z"
2478,42.492372,-71.080711,3,300,0.074,moderate,"https://www.google.com/maps/@42.492372,-71.080711,18z"
2483,42.492314,-71.08696,3,300,0.074,moderate,"https://www.google.com/maps/@42.492314,-71.08696,18z"
2520,42.491993,-71.062164,3,300,0.074,moderate,"https://www.google.com/maps/@42.491993,-71.062164,18z"
2533,42.491672,-71.084294,3,300,0.074,moderate,"https://www.google.com/maps/@42.491672,-71.084294,18z"
2547,42.491527,-71.094841,3,300,0.074,moderate,"https://www.google.com/maps/@42.491527,-71.094841,18z"
2548,42.491498,-71.087398,3,300,0.074,moderate,"https://www.google.com/maps/@42.491498,-71.087398,18z"
2549,42.491498,-71.086801,3,300,0.074,moderate,"https://www.google.com/maps/@42.491498,-71.086801,18z"
2551,42.491527,-71.084095,3,300,0.074,moderate,"https://www.google.com/maps/@42.491527,-71.084095,18z"
2570,42.491323,-71.081826,3,300,0.074,moderate,"https://www.google.com/maps/@42.491323,-71.081826,18z"
2575,42.491235,-71.093129,3,300,0.074,moderate,"https://www.google.com/maps/@42.491235,-71.093129,18z"
2580,42.491265,-71.079915,3,300,0.074,moderate,"https://www.google.com/maps/@42.491265,-71.079915,18z"
2597,42.491119,-71.080313,3,300,0.074,moderate,"https://www.google.com/maps/@42.491119,-71.080313,18z"
2605,42.490973,-71.080592,3,300,0.074,moderate,"https://www.google.com/maps/@42.490973,-71.080592,18z"
2606,42.491002,-71.079995,3,300,0.074,moderate,"https://www.google.com/maps/@42.491002,-71.079995,18z"
2622,42.490828,-71.062204,3,300,0.074,moderate,"https://www.google.com/maps/@42.490828,-71.062204,18z"
2636,42.490507,-71.094045,3,300,0.074,moderate,"https://www.google.com/maps/@42.490507,-71.094045,18z"
2642,42.490594,-71.066343,3,300,0.074,moderate,"https://www.google.com/maps/@42.490594,-71.066343,18z"
2649,42.490478,-71.080114,3,300,0.074,moderate,"https://www.google.com/maps/@42.490478,-71.080114,18z"
2651,42.490449,-71.074622,3,300,0.074,moderate,"https://www.google.com/maps/@42.490449,-71.074622,18z"
2671,42.490332,-71.067179,3,300,0.074,moderate,"https://www.google.com/maps/@42.490332,-71.067179,18z"
2678,42.490186,-71.084572,3,300,0.074,moderate,"https://www.google.com/maps/@42.490186,-71.084572,18z"
2687,42.490128,-71.055279,3,300,0.074,moderate,"https://www.google.com/maps/@42.490128,-71.055279,18z"
2688,42.490041,-71.092572,3,300,0.074,moderate,"https://www.google.com/maps/@42.490041,-71.092572,18z"
2692,42.490041,-71.060572,3,300,0.074,moderate,"https://www.google.com/maps/@42.490041,-71.060572,18z"
2703,42.489866,-71.089706,3,300,0.074,moderate,"https://www.google.com/maps/@42.489866,-71.089706,18z"
2706,42.489808,-71.087955,3,300,0.074,moderate,"https://www.google.com/maps/@42.489808,-71.087955,18z"
2721,42.48972,-71.090343,3,300,0.074,moderate,"https://www.google.com/maps/@42.48972,-71.090343,18z"
2727,42.489691,-71.068453,3,300,0.074,moderate,"https://www.google.com/maps/@42.489691,-71.068453,18z"
2728,42.489662,-71.067697,3,300,0.074,moderate,"https://www.google.com/maps/@42.489662,-71.067697,18z"
2743,42.489487,-71.083338,3,300,0.074,moderate,"https://www.google.com/maps/@42.489487,-71.083338,18z"
2780,42.489167,-71.086562,3,300,0.074,moderate,"https://www.google.com/maps/@42.489167,-71.086562,18z"
2781,42.489138,-71.084055,3,300,0.074,moderate,"https://www.google.com/maps/@42.489138,-71.084055,18z"
2791,42.489108,-71.066582,3,300,0.074,moderate,"https://www.google.com/maps/@42.489108,-71.066582,18z"
2793,42.488992,-71.092771,3,300,0.074,moderate,"https://www.google.com/maps/@42.488992,-71.092771,18z"
2804,42.488904,-71.090303,3,300,0.074,moderate,"https://www.google.com/maps/@42.488904,-71.090303,18z"
2841,42.488526,-71.094085,3,300,0.074,moderate,"https://www.google.com/maps/@42.488526,-71.094085,18z"
2858,42.488467,-71.072592,3,300,0.074,moderate,"https://www.google.com/maps/@42.488467,-71.072592,18z"
2859,42.488438,-71.070562,3,300,0.074,moderate,"https://www.google.com/maps/@42.488438,-71.070562,18z"
2869,42.488351,-71.066184,3,300,0.074,moderate,"https://www.google.com/maps/@42.488351,-71.066184,18z"
2883,42.488059,-71.093567,3,300,0.074,moderate,"https://www.google.com/maps/@42.488059,-71.093567,18z"
2898,42.488001,-71.087756,3,300,0.074,moderate,"https://www.google.com/maps/@42.488001,-71.087756,18z"
2908,42.487943,-71.084692,3,300,0.074,moderate,"https://www.google.com/maps/@42.487943,-71.084692,18z"
2913,42.487826,-71.088035,3,300,0.074,moderate,"https://www.google.com/maps/@42.487826,-71.088035,18z"
2945,42.487302,-71.087995,3,300,0.074,moderate,"https://www.google.com/maps/@42.487302,-71.087995,18z"
2946,42.487302,-71.080353,3,300,0.074,moderate,"https://www.google.com/maps/@42.487302,-71.080353,18z"
2948,42.487185,-71.094642,3,300,0.074,moderate,"https://www.google.com/maps/@42.487185,-71.094642,18z"
2971,42.486981,-71.066781,3,300,0.074,moderate,"https://www.google.com/maps/@42.486981,-71.066781,18z"
2983,42.486865,-71.063279,3,300,0.074,moderate,"https://www.google.com/maps/@42.486865,-71.063279,18z"
2996,42.48669,-71.060891,3,300,0.074,moderate,"https://www.google.com/maps/@42.48669,-71.060891,18z"
3009,42.486544,-71.084333,3,300,0.074,moderate,"https://www.google.com/maps/@42.486544,-71.084333,18z"
3037,42.486253,-71.067378,3,300,0.074,moderate,"https://www.google.com/maps/@42.486253,-71.067378,18z"
3057,42.486049,-71.066343,3,300,0.074,moderate,"https://www.google.com/maps/@42.486049,-71.066343,18z"
3067,42.485903,-71.091816,3,300,0.074,moderate,"https://www.google.com/maps/@42.485903,-71.091816,18z"
3083,42.485932,-71.064393,3,300,0.074,moderate,"https://www.google.com/maps/@42.485932,-71.064393,18z"
3088,42.485816,-71.084652,3,300,0.074,moderate,"https://www.google.com/maps/@42.485816,-71.084652,18z"
3112,42.48567,-71.086085,3,300,0.074,moderate,"https://www.google.com/maps/@42.48567,-71.086085,18z"
3132,42.485437,-71.063716,3,300,0.074,moderate,"https://www.google.com/maps/@42.485437,-71.063716,18z"
3176,42.485087,-71.09297,3,300,0.074,moderate,"https://www.google.com/maps/@42.485087,-71.09297,18z"
3184,42.485087,-71.085209,3,300,0.074,moderate,"https://www.google.com/maps/@42.485087,-71.085209,18z"
